location,Followers,Hashtags,Username,Datetime,Text,Original,Unlemmatize
United States,445,"['ApexLegends', 'fail', 'live', 'youtube']",Lymezy,2022-12-29 05:26:51+00:00,"['i', 'have', 'the', 'worst', 'luck']","Looking at putting something together for the Womens scene (and other games after that)Who are some fun, cracked and unique Woman Apex Creators and players?",i have the worst luck 
Australia,301,"['Twitch', 'ApexLegends', 'LiveStream', 'Gaming', 'LiveGaming', 'chatgpt']",TTV_SgJoelFace,2022-12-29 05:26:41+00:00,"[""i'm"", 'live', 'streaming', 'apex', 'legend', 'twitch', 'right', 'now', 'come', 'hang', 'watch', 'epic', 'gameplay', 'tweet']",what would you do if okay so he said yes would go,i'm live streaming apex legends twitch right now come hang watch epic gameplay tweet 
"Vancouver, British Columbia",190,"['apexlegends', 'apexledgends', 'aimassist', 'controller', '20bomb', '4kdamage', 'yerr', 'youtube', 'meow', 'iitzbilly', 'iitztimmy']",VicesEPXV,2022-12-29 05:26:18+00:00,"['new', 'vid', 'tweaked', 'look', 'text', 'video', 'hopefully', 'look', 'better']",I HAVE THE WORST LUCK!!!,new vid tweaked look texts video hopefully looks better 
"Massachusetts, USA",31,,GGonMW,2022-12-29 05:25:56+00:00,"['need', 'add', 'kind', 'idea', 'switched', 'rank', 'tier', 'instead', 'need', 'change', 'cost', 'match', 'queue', 'solo', 'queue', 'cheaper', 'stack', 'queue', 'random', 'teammate', 'instant', 'matchrp']",I'm live streaming Apex Legends on Twitch right now! Come hang out with me and watch some epic gameplay ( tweet made with ),need add kind idea switched rank tier instead need change cost match queue solo queue cheaper stack queue random teammates instant matchrp
Malta,110,,Esportdirectory,2022-12-29 05:25:53+00:00,"['it', 'warm', 'up', 'game', 'apexlegends']","new vid, tweaked the look of the texts throughout the video, hopefully it looks better. ://",its warm up game apexlegends
,214,['PS4live'],riku_cast_tw,2022-12-29 05:25:46+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",you still need to add this you kind of used the idea but switched it to each rank tier instead but you still need to change the cost of the match per queue a solo queue should be /3 cheaper than a full stack queue because random teammates could be a instant -matchRP,check broadcast playstation apex legends live
,45,"['Twitch', 'Twitchaffiliate', 'Apex', 'ApexLegends', 'Gaymer', 'LGBTQAI']",ThatsSoStevan,2022-12-29 05:24:05+00:00,"['hello', 'im', 'live', 'ranked', 'arena', 'grid', 'master', 'come', 'hangout']",Its a warm-up game | ApexLegends,hello im live ranked arenas grid masters come hangout 
Malta,110,,Esportdirectory,2022-12-29 05:23:47+00:00,"['meet', 'the', 'valk', 'who', 'ha', 'kill', 'in', 'one', 'season', 'apex', 'legend', 'worldrecord']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,meet the valk who has kills in one season apex legends worldrecord 
"Valdosta, GA",300,['PS4live'],skinnyboii21,2022-12-29 05:23:22+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Hello! im live! Ranked Arenas Grid to Masters! come hangout!,check broadcast playstation apex legends live
Malta,110,,Esportdirectory,2022-12-29 05:21:47+00:00,"['apex', 'legend', 'new', 'buff', 'amp', 'nerfs', 'season', 'update']",Meet The Valk Who Has + Kills In ONE SEASON! (Apex Legends WorldRecord),apex legends new buffs amp nerfs season update
"Missouri, USA",1118,,DEANOmerkz,2022-12-29 05:21:26+00:00,"['i', 'little', 'hype', 'i', 'apologize', 'fella', 'care', 'yo', 'lady', 'gaming']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,i little hype i apologize fellas care yo lady gaming
Oregon,1642,,JacquiRPreston,2022-12-29 05:21:20+00:00,"['my', 'boyfriend', 'i', 'having', 'problem', 'rn']",Apex Legends New Buffs &amp; Nerfs Season Update,my boyfriend i having problems rn
,22,,GGZiiSocialxxx,2022-12-29 05:20:28+00:00,"[""it's"", 'called', 'false', 'progressiveness', 'way', 'intentionally', 'mask', 'right', 'wing', 'virtue', 'signaling', 'amp', 'cover', 'cancerous', ""it's"", 'community', 'truly', 'cheapskate', 'hamster', 'scene', 'working', 'reporting', 'system']",I was a little hype so I apologize but fellas this is how you take care of yo lady when gaming,it's called false progressiveness way intentionally mask right wing virtue signaling amp cover cancerous it's community truly cheapskates hamster scenes working reporting system 
,11,['ApexLegends'],MistuhGiggles,2022-12-29 05:19:25+00:00,"['when', 'youre', 'teammate', 'alive', 'teammate', 'leave', 'match', 'clutch']",My boyfriend and I are having the same problems rn,when youre teammate alive teammates leave match clutch
"San Diego, CA",709,,SurgeE_94,2022-12-29 05:19:07+00:00,"['bitch', 'wtf']","It's called false progressiveness, made that way intentionally to mask the right wing virtue signaling &amp; cover up how cancerous it's community truly is because the cheapskates over there at have one hamster behind the scenes , working the reporting system.",bitch wtf 
,1,,AshtonWilcox20,2022-12-29 05:18:51+00:00,"['bought', 'coin', 'like', 'hour', 'ago', 'havent', 'got', 'account']","When youre the last teammate alive and your teammates leave the match, only for you to clutch up alone",bought coins like hours ago havent got account
The Land of Ashina ,482,['PS4live'],MrHoneyBuns72,2022-12-29 05:17:52+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Bitch wtf?,check broadcast playstation apex legends live
,24,,ybr3e_,2022-12-29 05:17:44+00:00,"['so', 'cute']",bought coins like hours ago and still havent got them on my account,so cute
,33,['PS4live'],keanuharrison22,2022-12-29 05:16:45+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
"Fairborn, OH",43,['PS4live'],BladeShotGaming,2022-12-29 05:15:44+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",So cute,check broadcast playstation apex legends live
BROKEN MOON,16,['ApexLegends'],apex_Voiceline,2022-12-29 05:15:19+00:00,"['loba', 'i', 'look', 'easy', ""don't"", 'i']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,loba i look easy don't i 
Bellegrave Ave &amp; Northcrof,35,,NeoDreamer77,2022-12-29 05:14:49+00:00,"[""i'm"", 'streaming', 'twitch', 'playing', 'apex', 'legend']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,i'm streaming twitch playing apex legends
,203,"['VtubersEN', 'Vtubers']",KaiBoutokuVT,2022-12-29 05:13:37+00:00,"['stream', 'super', 'scuffed', 'end', 'i', 'amazing', 'time', 'playing', 'apex', 'playing', 'smash', 'legend', 'finishing', 'jackbox', 'more', 'stream', 'come', 'friend', 'play', 'future']","Loba:""I make it look easy, don't I?""",stream super scuffed end i amazing time playing apex playing smash legends finishing jackbox more streams come friends play future 
"Fresno, CA",455,"['ApexLegends', 'DontCurse', 'Apex', 'Yak', 'TNC', 'NightCrew', 'MentalHealth', 'Wholesome']",yaktown4life,2022-12-29 05:13:21+00:00,['live'],I'm now streaming on Twitch! Playing Apex Legends,live
Jacksonville ,266,,Bubbafutch1,2022-12-29 05:12:55+00:00,"['aint', 'bad', 'ha', 'clip', 'ittttttt']","Stream became SUPER scuffed at the end, but I had an amazing time playing Apex with and then playing Smash Legends with and then finishing out with Jackbox. More streams to come and more friends to play with in the future!",aint bad ha clip ittttttt
james charles house ,114,,JacksanStrong,2022-12-29 05:12:51+00:00,"['in', 'discord', 'buddy', 'ur', 'crack']",live at,in discord buddy ur crack
🗣 -DM for Arena Boosts,282,"['ApexLegends', 'XboxShare']",RlKODENE,2022-12-29 05:12:43+00:00,"['w', 'rizz']",out of aint bad ha. Clip ittttttt,w rizz
"Colorado, USA",231,"['ApexLegends', 'TwitchStreamers']",s1ppin,2022-12-29 05:10:24+00:00,"[""i'm"", 'live', 'twitch', 'come', 'hang', 'out', 'playing']",In his discord buddy ur on crack,i'm live twitch come hang out playing
,27,,CryptikFPS,2022-12-29 05:09:12+00:00,"['hello', 'everyone', 'if', 'play', 'competitive', 'shooter', 'like', 'want', 'better', 'control', 'aim', 'use', 'code', 'cryptikfps', 'discount']",W Rizz,hello everyone if play competitive shooters like want better control aim use code cryptikfps discount 
I will put you back together,30,,Voted_T,2022-12-29 05:08:05+00:00,"['they', 'yeet', 'arena', 'replace', 'control', 'season', 'dont', 'count', 'tho', 'im', 'sure', 'aware', 'respawns', 'activity']","I'm live on Twitch, come hang out! Playing",they yeet arenas replace control season dont count tho im sure aware respawns activities
,144,,TroyH97,2022-12-29 05:08:02+00:00,"['yeah', 'cod', 'fun', 'died', 'fast', 'me', 'i', 'hate', 'fast', 'time', 'kill', 'compared', 'apex', 'legend']",Hello everyone. If you play competitive shooters like or or just want to have better control of your aim the use code: CryptikFPS for your discount.,yeah cods fun died fast me i hate fast time kill compared apex legends
"Malaysia , Penang",656,,melissa_xj,2022-12-29 05:06:11+00:00,"['lmao', 'i', 'hit', 'k', 'though', 'killed', 'wish']","They may yeet arenas and replace it with control or something next season. Dont count on it tho, Im sure you are aware of respawns activities",lmao i hit k though killed wish
,27,,mbakeman01,2022-12-29 05:06:02+00:00,"['wont', 'p', 'bought', 'a', 'fps', 'horrid', 'fps', 'non', 'the', 'thousand', 'dollar', 'digital', 'purchase', 'ive', 'support', 'game', 'i', 'love', 'im', 'double', 'spending', 'i', 'game', 'add', 'it', 'terrible']",Yeah cods fun died fast for me. I hate the fast time to kill in it compared to apex legends,wont ps bought a fps horrid fps non the thousands dollars digital purchases ive support game i love im double spending i game add it terrible
"Laredo, TX",71,,GilbertoReyes,2022-12-29 05:05:42+00:00,"[""i'm"", 'live', 'playing', 'apex', 'legend', 'twitch']","Lmao I did not hit k or even more before though, my most killed was and still wish to do more",i'm live playing apex legends twitch 
Olympus,313,,rusty4104,2022-12-29 05:05:31+00:00,"['hey', 'guy', 'going', 'smurfs', 'it', 'game', 'it', 'ridiculous']",wont do on ps5 bought A computer because fps is horrid. fps now but non of The thousands of dollars in digital purchases Ive made to support the game I love. Im not double spending I own everything in the game please add it. Terrible,hey guys going smurfs its game its ridiculous 
,133,,xibreezie,2022-12-29 05:05:22+00:00,"['im', 'interested', 'spot', 'left', 'available']",I'm now live playing Apex Legends over on Twitch: ?,im interested spots left available
,16,,ybr3ss4p,2022-12-29 05:05:20+00:00,"[""it's"", 'late', 'finally', 'good', 'game', 'pack', 'skin', 'sticker', 'care']",Hey are you ever guys ever going to do something about smurfs? Its every game. Its ridiculous.,it's late finally good game pack skins stickers cares
,225,['ApexLegends'],princesspresure,2022-12-29 05:04:14+00:00,['lobby'],Im interested if any spots are left available,lobby 
,0,,Chris4Dolo,2022-12-29 05:04:09+00:00,"['fix', 'matchmaking', 'it', 'pure', 'horse']",It's not too late to finally make something good with the game and not just another pack of skins or stickers no one cares about,fix matchmaking its pure horse
Canada,916,,xNeeyah,2022-12-29 05:03:46+00:00,"['slightly', 'am', 'got', 'tourney', 'lined']",back to the lobby .,slightly am got tourneys lined
,90,,ApexCriticism,2022-12-29 05:03:41+00:00,"['horizon', 'like', 'ruining', 'game', 'one', 'playing', 'anymore']",fix your matchmaking because ITS PURE HORSE,horizon like ruining game ones playing anymore 
United States,211,"['ApexLegends', 'Ranked', 'PS4share']",_S_K_Y_20,2022-12-29 05:02:43+00:00,"['platinum', 'going', 'good']","i slightly am, i got two tourneys lined up",platinum going good 
🇨🇦,383,,K3NNY_95,2022-12-29 05:01:01+00:00,"['solo', 'ranked', 'come', 'hey']","Horizon is like ruining this game, no ones playing anymore.",solo ranked come hey
improvement,83,,kunai_apex,2022-12-29 05:00:56+00:00,"['think', 'thats', 'meant']",Platinum is going good!,think thats meant
Boisar,185,"['ApexLegends', 'ApexMobileフレンド募集']",venom_wzm,2022-12-29 05:00:42+00:00,"['revenent', 'squad', 'clutch']",Solo Ranked on come say hey,revenent squad clutch
,115,['ApexLegends'],Shiro_4k,2022-12-29 04:59:18+00:00,"['good', 'morning', 'time', 'live', 'play']",think thats what they meant,good morning time live play
,0,,arthurlikescapy,2022-12-29 04:59:17+00:00,"['there', 'gunna']",Revenent Squad clutch,there gunna
"massachusetts, usa 🇦🇫",3200,"['apexlegends', 'loba']",sherzaianisa,2022-12-29 04:59:16+00:00,['skin'],Good morning! its almost am for me and time to go live is what i play,skin
In the forest I’m a Fox!,163,"['ApexLedgends', 'VTubersAreStillWatching', 'vtuber']",ChiyoSamaVT,2022-12-29 04:58:43+00:00,"['oi', 'i', 'currently', 'live', 'playing', 'apex', 'first', 'little', 'apex', 'legend', 'surprise', 'holiday', 'opening', 'apex', 'pack', 'come', 'check', 'wish', 'heirloom', 'chance']",There not gunna,oi i currently live playing apex first little apex legends surprise holidays opening apex packs come check wish heirloom chances
,110,['ApexLegends'],paxeyGOW,2022-12-29 04:57:55+00:00,"['got', 'getback', 'false', 'accusation']",the only skin ever,got getback false accusations
"New York, USA",272,,Beastikinesis,2022-12-29 04:57:43+00:00,"[""i'm"", 'streaming', 'twitch', 'playing', 'apex', 'legend']","OI! I am currently live playing apex! but first, little apex legends surprise for the holidays we are opening Apex Packs! Come check it out and wish me heirloom chances",i'm streaming twitch playing apex legends
,499,,Madame_Meeow,2022-12-29 04:56:41+00:00,"['here', 'lt', 'id', 'love', 'participate', 'also']",Got my getback for those false accusations,here lt id love participate also 
"Colorado, USA",231,['PS4live'],s1ppin,2022-12-29 04:56:29+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",I'm now streaming on Twitch! Playing Apex Legends,check broadcast playstation apex legends live
Kai 💗,1175,"['gaming', 'gamergirl', 'Apex募集ps4', 'ApexLegends', 'gamergirl', 'streamergirl', 'streams', 'Live', 'LiveStream']",BbyRissaTv,2022-12-29 04:56:08+00:00,"['apex', 'good', 'vibe']",Here! &lt;3 id love to participate. also:,apex good vibes 
dhanbad,154,,RandomViewsYTTV,2022-12-29 04:55:55+00:00,"['just', 'went', 'live', 'twitch', 'playing', 'some', 'apex', 'legend', 'new', 'day', 'new', 'drop', 'come', 'join', 'chance', 'win', 'drop', 'thank', 'advance']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,just went live twitch playing some apex legends new day new drops come join chance win drops thank advance 
,61,,Heyitsandytv,2022-12-29 04:55:55+00:00,"['i', 'tryyyyinn', 'i', 'bein', 'gaymer', 'kay', 'apex', 'pro', 'legend', 'extraordinaire']",Apex + good vibes- -+-,i tryyyyinn i bein gaymer kay apex pro legend extraordinaire
charlie kelmeckis kin,71,,willcwby,2022-12-29 04:55:52+00:00,"['think', 'come', 'wanting', 'thing', 'better', 'apex', 'wished', 'pulled', 'new', 'stuff', 'video', 'hate', 'think', 'youre', 'reposting', 'like', 'fancam', 'funny', 'good', 'way']",Just Went Live on Twitch. Playing Some Apex Legends New Day New Drops there Come join me for a chance to win the drops... Thank you in advance....,think comes wanting things better apex wished pulled new stuff video hate think youre reposting like fancam funny good way 
deactivated WW2 Landmine,89,,amethyst_astro,2022-12-29 04:55:45+00:00,"['teaming', 'real', 'hater', 'apex', 'tweet', 'ratio', 'who', 'down']",I was tryyyyinn I was bein a GAYMER. - Kay Apex Pro Legend Extraordinaire,teaming real haters apex tweet ratio whos down 
Canada,81,"['xboxgaming', 'apexlegends', 'ashmainsaretoxic', 'gaming', 'nocam']",AUsualCompeter,2022-12-29 04:55:39+00:00,"['streaming', 'apex', 'tonight', 'awhile', 'glad', 'though']",i think were on the same side when it comes to wanting things to get better in apex. just wished you pulled out new stuff and not the same video. no hate. just think youre reposting it like a fancam which is funny in a good way.,streaming apex tonight awhile glad though 
"Austin, TX",456,"['ApexLegends', 'ApexLedgends', 'PlayApex', 'twitchtv']",shadyrudy,2022-12-29 04:55:04+00:00,['midweek'],"Teaming up real ""haters"" for the next apex tweet so we can ratio them whos down.",midweek
ig - @alexpekic,2666,,BerryUpNext,2022-12-29 04:55:02+00:00,"['never', 'apex', 'team', 'play', 'ranked', 'solo', 'queuing', 'literally', 'obnoxious']","Streaming Apex tonight, been awhile. Glad to be back though.",never apex team play ranked solo queuing literally obnoxious
"Brisbane, Queensland",139,,PostCoby,2022-12-29 04:54:44+00:00,"['apex', 'legend', 'apex', 'predator', 'capped', 'nice', 'unrealistic', 'r', 'man', 'game', 'meaning', 'rank', 'likely', 'champ', 'squad', 'alone']",Midweek,apex legends apex predator capped nice unrealistic r man game meaning rank likely champs squad alone 
地球のどこか,172,['PS4live'],Amakawa_Kito,2022-12-29 04:53:56+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Never have an apex team to play ranked with solo queuing is literally obnoxious,check broadcast playstation apex legends live
,2,"['Apex募集', 'ApexLegends', 'TeamBurger', 'ApexMobilePlays']",4_ryte,2022-12-29 04:53:51+00:00,"['i', 'pick', 'game', 'source']","Apex legends has Apex predator capped at , this would be nice but unrealistic for R6 as its a man game meaning if you rank up together most likely = champs for squad alone.",i pick game source 
Timezone Asia/Tokyo (GMT+9),266,"['ApexLegends', 'マップローテーション']",MapRotationBot,2022-12-29 04:53:41+00:00,"['current', ""world's"", 'edge', 'next', 'broken', 'moon']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,current world's edge next broken moon 
,214,,lobaskittycat,2022-12-29 04:53:14+00:00,"['i', 'use', 'skin', 'time']",I should pick this game up again Source:,i use skin time
World's Edge,2414,"['ApexLegends', 'ApexLedgends']",MkUltra187,2022-12-29 04:53:03+00:00,"['not', 'bad', 'bad', 'shitter']",Current:World's Edge at :30-15:00Next:Broken Moon at :00-16:00,not bad bad shitter
,154,,GAME_introduce7,2022-12-29 04:52:30+00:00,"['apex', 'legend', 'video', 'postapex', 'legend', 'three', 'people', 'choose', 'different', 'legend', 'fight', 'pair', 'click', 'link', 'watch', 'now']",I use this skin all the time,apex legends video postapex legends three people choose different legends fight pair click link watch now 
"Brooklyn, NY",584,['ApexLegends'],TWOPI3C3,2022-12-29 04:51:52+00:00,"['you', 'know', 'what', 'shit', 'on']","Not bad, not bad a shitter",you know what shit on 
"Phoenix, AZ",666,"['apexlegends', 'twitch', 'live', 'SupportSmallStreams', 'SmallStreamersConnect', 'gaming', 'MidnightSociety', 'twitchaffiliate', 'TCB', 'foryoupage']",GStatPro,2022-12-29 04:50:50+00:00,"['another', 'late', 'night', 'office', ""let's"", 'deal', 'asshole', 'game', 'time', 'pm', 'pst']",Apex Legends Video PostApex Legends:Three people choose different legends and fight as a pair.click the link below to watch now:1:,another late night office let's deal assholes game time pm pst
"Dallas, TX",573,,botisimostreams,2022-12-29 04:50:46+00:00,"['loso', 'k', 'is', 'live', 'playing', 'apex', 'legend']",You know what.... shit on!!, loso k is live playing apex legends 
"Las Vegas, NV",3490,['streaming'],loso8k,2022-12-29 04:50:46+00:00,"[""i'm"", 'apex', 'legend', 'come', 'hang', 'out']",Another late night at the office...Let's deal with these assholes one game at a time9PM PST,i'm apex legends come hang out 
"Kansas, USA",12,['PS4live'],DominicGaede21,2022-12-29 04:50:32+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",...2...1... LoSo8K Is Live Playing Apex Legends!,check broadcast playstation apex legends live
Thailand,46,,FoxN27713162,2022-12-29 04:50:16+00:00,"['apex', 'legend', 'drop', 'day']",I'm Apex Legends at Come hang out!,apex legends drops day 
,1888,,no_viewers,2022-12-29 04:50:03+00:00,"['realpurplewood', 'streaming', 'apex', 'legend', 'minute', ""one's"", 'watching', 'them', 'hi', 'day', 'tag', 'favourite', 'apex', 'legend', 'streamer']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,realpurplewood streaming apex legends minutes one's watching them hi day tag favourite apex legends streamer 
"Los Angeles, CA",103,['PS4live'],Justice303030,2022-12-29 04:48:48+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Apex Legends Drops Day3,check broadcast playstation apex legends live
David 💜,2598,,MsDontMiss,2022-12-29 04:48:16+00:00,"['so', 'much', 'girth']","realpurplewood has been streaming Apex Legends for minutes and no one's watching them, go say hi and make their day . Tag your favourite Apex Legends streamer.",so much girth
,3,"['ApexLegends', 'Cartoons', 'furryartwork']",samuel34090204,2022-12-29 04:47:28+00:00,"['gonna', 'comic', 'reading']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,gonna comic reading 
,672116,,EAHelp,2022-12-29 04:47:08+00:00,"['hey', 'there', 'thank', 'reaching', 'u', 'i', 'understand', 'concern', 'issue', 'gift', 'apex', 'legend', ""i'll"", 'glad', 'address', 'concern', 'can', 'send', 'dm', 'following', 'link', 'discus', 'further', 'steve']",SO MUCH GIRTH,hey there thank reaching us i understand concern issue gifts apex legends i'll glad address concern can send dm following link discuss further steve
,138,"['ApexLegends', 'うさぎの戦場カメラ']",rpr_rabbit,2022-12-29 04:46:43+00:00,"['recent', 'arena', 'highlight']",Gonna do some comic reading ://,recent arena highlights 
,3642,,ExoGhost_YT,2022-12-29 04:45:26+00:00,"['also', 'come', 'controller', 'understand', 'you', 'play', 'apex', 'legend', 'your', 'pro', 'player', 'switching', 'controller', 'broken', 'aim', 'assist']",Hey there! Thank you for reaching out to us. I understand your concern regarding an issue with gifts in Apex Legends. I'll be glad to address your concern. Can you send me a DM using the following link to discuss this further? -Steve,also comes controller understand you play apex legends your pro players switching controller broken aim assist
,279,['ApexLegends'],tendolladannttv,2022-12-29 04:44:42+00:00,"['solo', 'queuing', 'apex', 'ranked', 'rni', 'try', 'cool', 'teammate', 'probably', 'wont', 'happen']",Recent Arena highlights ://,solo queuing apex ranked rni try cool teammates probably wont happen
Traveling the Cosmos☺️,400,,ELMarksman_,2022-12-29 04:44:25+00:00,"['strong', 'vouch']","Also, when it comes to controller, you should understand. You play Apex Legends. Your pro players are switching to controller because of how broken aim assist is",strong vouch 
,105,,Sage_Aldrnari,2022-12-29 04:44:18+00:00,"[""i'm"", 'streaming', 'twitch', 'playing', 'apex', 'legend']",Solo queuing apex ranked rnI will try to keep my cool with my teammates. Probably wont happen though,i'm streaming twitch playing apex legends
,244,"['ApexLegends', 'Apex', 'ApexLegendsFanart']",Milkshake_369,2022-12-29 04:44:15+00:00,"['pathfinder', 'skin']",STRONG VOUCH!,pathfinder skin
,356,"['ApexLegends', 'Apex', 'playApex', 'Twitch', 'BlackTwitch', 'blackstreamers', 'blackgamers', 'GrindersGang', 'RazerStreamer', 'Dood', 'DoodLive', 'gaming', 'gamer', 'videogames', 'games', 'pc', 'gamers', 'pcgaming', 'apexlegendsclips', 'CrazyClip']",ItzKamiyu,2022-12-29 04:43:51+00:00,"['when', 'i', 'tell', 'hell', 'broke', 'loose', 'construction', 'building']",I'm now streaming on Twitch! Playing Apex Legends,when i tell hell broke loose construction building
,2007,"['ApexLegends', 'ApexWeekChallenges']",le_Tobi_,2022-12-29 04:42:47+00:00,"['s', 'week', 'challenge', 'completad']",Pathfinder .skin,s week challenges completad 
,68,,CausedSuperior,2022-12-29 04:42:34+00:00,"['my', 'favs', 'hanging', 'i', 'think', 'said', 'happy', 'holiday']",When I tell you all hell broke loose in Construction Building,my favs hanging i think said happy holidays 
Malta,110,['shorts'],Esportdirectory,2022-12-29 04:41:41+00:00,"['should', 'apex', 'legend', 'have', 'class', 'passive', 'apex', 'legend', 'news']",S15 Week challenges completad.,should apex legends have class passives apex legends news
,3,['PS4live'],RugBy15107,2022-12-29 04:41:37+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",My favs hanging out I think they said happy holidays!,check broadcast playstation apex legends live
Malta,110,,Esportdirectory,2022-12-29 04:40:17+00:00,"['unlocking', 'lobas', 'heirloom', 'in', 'beast', 'of', 'prey', 'apex', 'legend', 'collectionevent']",Should Apex Legends Have Class Passives? Apex Legends News,unlocking lobas heirloom in beast of prey apex legends collectionevent
"Annapolis, MD",144,,Ronomacld1203,2022-12-29 04:40:09+00:00,"['can', 'arena', 'point', 'scale', 'change', 'winning', 'round', 'loss', 'getting', 'plus', 'suppose', 'rank', 'job']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,can arena point scale change winning rounds losses getting plus suppose rank job
"Bardhaman, India",91,,AddictionOP,2022-12-29 04:40:04+00:00,"['apex', 'legend', 'because', 'it', 'everytime', 'intense', 'moment', 'and', 'full', 'rush', 'gameplay']",UNLOCKING LOBAS HEIRLOOM IN BEAST OF PREY APEX LEGENDS COLLECTIONEVENT,apex legends because its everytime intense moment and full rush gameplay
,12,,fusedhound,2022-12-29 04:39:47+00:00,"['kenshinomichi', 'it', 'gift', 'apex', 'legend', 'true', 'test', 'eye', 'allfather', 'each', 'day', 'brings', 'closer', 'honoring', 'felagi', 'fighter', 'life', 'ahead', 'own', 'for', 'them', 'i', 'prepared', 'face', 'every']",Can we get a arena point scale change. Winning all rounds no losses and getting plus .. how someone suppose to make any rank with a job,kenshinomichi it gift apex legend true test eyes allfather each day brings closer honoring felagi fighters lives ahead own for them i prepared face every 
,238,"['live', 'ApexLegends']",Sateenieweenie,2022-12-29 04:39:16+00:00,"['going', 'hour', 'gonna', 'streaming', 'come', 'hi']",Apex Legends... Because Its Everytime Intense Moment And Full Rush Gameplay,going hour gonna streaming come hi 
,1451,"['PS5Share', 'ApexLegends']",HumbleRizzy,2022-12-29 04:38:55+00:00,['deleted'],"kenshinomichi: It is a gift to be an Apex Legend, but the true test is in the eyes of the Allfather. Each day brings me closer to honoring my felagi fighters who have put their lives ahead of my own. For them, I am prepared to face every...",deleted 
,903,,AyyeUnruly,2022-12-29 04:38:39+00:00,"['thata', 'nice', 'i', 'raise', 'better', 'apex', 'legend']",Going in the next hour gonna be streaming some come say hi!!,thata nice i raise better apex legends 
Stuck in The Shadow Realm,793,['ApexLegends'],Kasphomet,2022-12-29 04:38:25+00:00,"['every', 'morning', 'i', 'wake', 'scream', 'chest', 'remove', 'the', 'motherfucking', 'disruptor', 'round', 'and', 'never', 'put', 'them', 'in', 'the', 'game', 'again']","deleted ,",every morning i wake scream chest remove the motherfucking disruptor rounds and never put them in the game again 
,13,['apexlegends'],xrivalkyrja,2022-12-29 04:38:12+00:00,"['excuse', 'me', 'wtf', 'bug', 'letting', 'armor', 'swap', 'better', 'shield', 'empty']",Thata nice and all but I raise you better. Apex Legends.,excuse me wtf bug letting armor swap better shield empty 
,2,,RxVampi,2022-12-29 04:37:27+00:00,"['cheating', 'hey', ""let's"", 'ban', 'day', 'come']","Every morning I wake up and scream with my whole chest: ""REMOVE THE MOTHERFUCKING DISRUPTOR ROUNDS AND NEVER PUT THEM IN THE GAME AGAIN!""",cheating hey let's ban days come
"VA, USA",488,,hdrake420,2022-12-29 04:36:25+00:00,"[""i'm"", 'live', 'playing', 'apex', 'legend', 'twitch']","excuse me, but wtf is the bug in not letting me armor swap when my ""better shield"" is empty?!",i'm live playing apex legends twitch 
kansas,183,"['PS5Share', 'ApexLegends']",darienstogner,2022-12-29 04:33:45+00:00,"['proving', 'friend', 'galaxy', 'brain']",Cheating but hey let's just ban him for days so they can come back and do it again, proving friend galaxy brain
"Tampa, FL",14,"['PS5Share', 'ApexLegends']",smotdeez,2022-12-29 04:33:32+00:00,['fence'],I'm now live playing Apex Legends over on Twitch:, fence
H-Town,334,"['ApexLegends', 'Outplayed']",MattTheFratMan,2022-12-29 04:32:45+00:00,"['out', 'like', 'legolas', 'lol', 'captured']",", Proving my friend has Galaxy brain",out like legolas lol captured
somewhere watching anime,34092,['ApexLegends'],BriggsADA_,2022-12-29 04:31:08+00:00,"['ran', 'game', 'solo', 'mess', 'around', 'ended', 'wiping', 'lobby']",", Fence",ran game solo mess around ended wiping lobby 
H-Town,334,"['ApexLegends', 'Outplayed']",MattTheFratMan,2022-12-29 04:30:19+00:00,"['boppin', 'people', 'longbow', 'captured']",Out here like Legolas! lol | Captured by,boppin people longbow captured
Find me here →,99,,ltsWizlol,2022-12-29 04:30:02+00:00,"['for', 'day']",Ran a game solo to mess around. Ended up wiping the lobby.,for days
"Oklahoma City, OK",5,,ZachZ1717,2022-12-29 04:30:00+00:00,"['your', 'ranked', 'sooooo', 'ass']",just boppin people with the longbow! | Captured by,your ranked sooooo assssss 
