location,Followers,Hashtags,Username,Datetime,Text
Cap City,330,,Goonytunes_,2022-12-29 03:03:46+00:00,@fearzypoo @PlayApex I just backed up and looked down a little
"Bay Area, California",4387,"['BlackMirror', 'Punk', 'Fairytales', 'TWILIGHTZONE', 'fantasy', 'Romance', 'twitch', 'Iot', 'gamedev', 'web3', 'ai', 'BigData', 'league', 'shortstories', 'Ninja', 'VR', 'Fortnite', 'Apex', 'Legends', 'mustread', 'FinalFantasy', 'Valorant', 'Tfue', 'Minecraft', 'auronplay']",jcafesin,2022-12-29 03:03:30+00:00,"Btwn #BlackMirror and Urban #Punk is Fractured #Fairytales of #TWILIGHTZONE:
https://t.co/mXrj0MGY5w

#fantasy #Romance #twitch #Iot #gamedev #web3 #ai #BigData #league #shortstories #Ninja #VR #Fortnite #Apex #Legends #mustread #FinalFantasy #Valorant #Tfue #Minecraft #auronplay https://t.co/RCYqaKUzHF"
"Nerima-ku, Tokyo",126,['PS4live'],7af7b7ced77e42a,2022-12-29 03:02:29+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/QdtvQeJaiy
Unavailable,312,"['youtube', 'apexlegends', 'apex', 'fortnite', 'YouTubeLive', 'streamer', 'gaming']",ItsSequel,2022-12-29 03:02:04+00:00,"LIVE RIGHT NOW ON YOUTUBE⬇️⬇️⬇️ LETS GOOOO

Sequel https://t.co/4PIUqH54CY via @YTAdvertisers #youtube #apexlegends #apex #fortnite #YouTubeLive #streamer #gaming"
Soft goth queen ,81,,ivyissofun,2022-12-29 03:01:37+00:00,"Practicing claw #PS4share#apexlegends

https://t.co/17MXBvzxWo https://t.co/YMb1EKPwwh"
,2,['PS4live'],KadenRogers4333,2022-12-29 03:01:30+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/HzQmIwkp84
,17,,ShadowK4t,2022-12-29 03:01:22+00:00,"Going live w/ some Apex Legends! Come hang :)
https://t.co/qQtusF4Bp4"
The Manor,190,"['Vtuber', 'ENVtuber', 'VTuberUprising']",ItzSeisai,2022-12-29 03:01:12+00:00,"Running Apex Legends today! Maybe some arenas maybe some ranked we'll see what we're feelin.👀

🎁https://t.co/iC0LSuxlbm🎁

#Vtuber❄️#ENVtuber❄️#VTuberUprising"
"London, England",147,,hannahmariezt,2022-12-29 02:59:40+00:00,@sabzz____ @HisandHersLive @PlayApex Another vouch from @RisenRoseGG - don’t sleep on these ladies 🥺🌹❤️
,400,,dynamics_ae,2022-12-29 02:59:02+00:00,Apex legends addicts on Facebook full of weak kneed bitches
"Milwaukee, WI",1482,,kyranight5,2022-12-29 02:58:53+00:00,@pexibruv @HisandHersLive @PlayApex BIGGEST FUCKING VOUCHHHHH
Boreas ,11,,Riley_Aster,2022-12-29 02:58:45+00:00,@RainThatEdits @HisandHersLive @PlayApex @avuhlie doesn’t ping me sadge
Online 🎮,82,"['PS4share', 'Apexlegends', 'Apexlegendsclips', 'Playapex', 'Console', 'gaming', 'Battleroyale', 'Controller']",TrashiCans,2022-12-29 02:58:42+00:00,Stuck #PS4share #Apexlegends #Apexlegendsclips #Playapex #Console #gaming #Battleroyale #Controller https://t.co/ADOz0Bbqdl
,189,,edmonalbasrawe,2022-12-29 02:58:15+00:00,@kya_nite_ @xBond_ @HisandHersLive @PlayApex @MsDopeyGames Vouch they are insane players and helped me get better at the game I went from gold to diamond
Bay Area ,29,,gamertingzzz,2022-12-29 02:57:59+00:00,Brand New Class System Coming to Apex Legends Season 16 https://t.co/Ec6A1B22VV
Another Universe,256,"['APEX', 'ApexLegends', 'Revenant', 'Xbox', 'YouTube', 'YouTuber']",Gaedrion,2022-12-29 02:57:34+00:00,"Here is the re-upload. Yes, I'm taking things to heart, but I am not gonna let a bs dislike sit on my most recent and proud video. Either way, changed it up to avoid further harm. #APEX #ApexLegends #Revenant #Xbox #YouTube #YouTuber 

Link below. https://t.co/WsXSHssPYv"
Online 🎮,82,"['PS4share', 'Apexlegends', 'Apexlegendsclips', 'Playapex', 'Console', 'gaming', 'Battleroyale', 'Controller']",TrashiCans,2022-12-29 02:57:13+00:00,OMFG #PS4share #Apexlegends #Apexlegendsclips #Playapex #Console #gaming #Battleroyale #Controller https://t.co/g9tyUF4CQD
"Kennett, MO",193,['PS4live'],slademoore0824,2022-12-29 02:56:55+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/OIV7uNo0l2
,221,"['ApexLedgends', 'Apex募集pc', 'ApexLegends', 'Apex自己紹介カード', 'YouTubeDOWN', 'YouTuber', 'YouTube', 'youtubegaming', 'YouTubers', 'youtubechannel']",beadwonder0414,2022-12-29 02:56:41+00:00,"New apex video is live go show some love!!
#ApexLedgends #Apex募集pc #ApexLegends #Apex自己紹介カード #YouTubeDOWN #YouTuber #YouTube #youtubegaming #YouTubers #youtubechannel 

Apex Legends Ranked Season 15 But we forgot we were in ranked https://t.co/RXsvdtUTnP via @YouTube"
,2615,"['apexlegends', 'gamers', 'streamer', 'shorts', 'reelsviral', 'clips', 'twitchstreamer', 'youtubeshorts', 'highlights']",ETechWiz,2022-12-29 02:56:27+00:00,"Apex Legends - One clipping clueless player HAHAHA

#apexlegends #gamers #streamer #shorts #reelsviral #clips #twitchstreamer #youtubeshorts #highlights https://t.co/7IZXIjX6dk"
,290,['PHVtuber'],SkynyrdVT,2022-12-29 02:56:15+00:00,"gonna stream later despite the fact that I'm feeling down because of what happened on cosmatsuri D1

Apex Legends casual and rank play
on 7pm GMT+8

https://t.co/bKuM5H3AL4

#PHVtuber"
,287,,fearzypoo,2022-12-29 02:56:05+00:00,@Goonytunes_ @PlayApex wait u dont even have to look down fully?
,43,,OG_Greentee,2022-12-29 02:55:32+00:00,Best gaming PC for Apex Legends - WePC - PC Tech &amp; PC Gaming News https://t.co/oZswZGBLnX
charlie kelmeckis kin,71,,willcwby,2022-12-29 02:53:33+00:00,@ATARIWRLD @PlayApex its giving obsessed
"California, USA",55,"['PS5Share', 'ApexLegends']",Axykins,2022-12-29 02:53:31+00:00,"10 kills is a lot for me #PS5Share, #ApexLegends https://t.co/9WunyTG6j8"
Nevada,103,['ApexLegends'],Tactful07nt,2022-12-29 02:52:46+00:00,Running #ApexLegends with my friend @babybiceps_333. Come visit us on Twitch! https://t.co/QpqU1kxPUg
"Florida, USA",2140,,kya_nite_,2022-12-29 02:52:41+00:00,@xBond_ @HisandHersLive @PlayApex @MsDopeyGames 👀 I would be so down!
,154,,GAME_introduce7,2022-12-29 02:52:28+00:00,"Apex Legends Video Post

Apex Legends:Three people choose different legends and fight as a pair.
click the link below to watch now:

1:https://t.co/bmFAeWwznR
2:https://t.co/5Lvt9e6V6v
3:https://t.co/RXYMXuNfLY"
"Chicago, IL",9249,,Kamborghini_,2022-12-29 02:51:47+00:00,"@ATARIWRLD @armitagetwittor @PlayApex Your a clown bringing up a childrens game. If you like it so bad unfollow 
@PlayApex lol."
"Greensboro, NC",230,['ApexLedgends'],phuddadog,2022-12-29 02:51:08+00:00,"what’s the most badass apex legends quip and why is it “have you prepared for your end? i have.” 

#ApexLedgends https://t.co/Gcdx1Qtfqj"
"Los Angeles, CA",70,"['ApexLegends', 'Ranked']",iiitzPhenom,2022-12-29 02:50:58+00:00,Any Diamond 2 Rankers out there trying to make the push to Masters need 1? #ApexLegends #Ranked
Disciples,547,,r9ddle,2022-12-29 02:49:33+00:00,@sk5te im bronze in apex legends
United States,480,,LeBlackBush69,2022-12-29 02:49:19+00:00,Who is the best Apex Legend? https://t.co/V1z5f3yCb6
,9,['PS4live'],Adolfo78218471,2022-12-29 02:48:48+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/LsZlXszYfh
,0,,ElGonzalo27,2022-12-29 02:48:37+00:00,@IAmPay4Sure @PlayApex Oh yeah okay then let's let him play in bronze lobbies then it's totally cool. 🤡🤡
"New York, USA",68,['PS4live'],Teddy9817,2022-12-29 02:48:33+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/R2HJ9cl3oD
Prince  Galaxyy  ♡,2378,,PrincessGTV_,2022-12-29 02:47:38+00:00,Grind Time @AmendSect @AssaultTalent_ @TeamAssaultGG (Apex Legends) live at https://t.co/e98NJHDLWW
"Boston, MA",1300,,raymix1000,2022-12-29 02:47:36+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/6rgUu42qii 🎮
fragment west,358,,olurn1x,2022-12-29 02:47:35+00:00,@Goonytunes_ @PlayApex HE DID IT
"Worcester, MA",27,['PS4live'],_MindOverMedia,2022-12-29 02:47:18+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/FCZd1h5hPg
"Portland, OR",19,,ThatGayShite,2022-12-29 02:46:25+00:00,@PlayApex Bestie where's the sale 💀💀
I'm here ,212,['PS4live'],rodderickcalhou,2022-12-29 02:46:25+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/D61cqYhHAc
,72,,PutinsWetDream,2022-12-29 02:45:56+00:00,@Ditcher718 @PlayApex Credit me next time 😒
Zer0 Latency,402,,SkillsFPS,2022-12-29 02:45:45+00:00,Apex legends vibing in Pubs tonight Live on Twitch 🤙💜
"Berkeley, Ca",1681,['ApexLegends'],CrustyToesTv,2022-12-29 02:44:52+00:00,"Damn, TikTok randoms didn’t believe in me. 🥲

#ApexLegends @PlayApex https://t.co/6Ug6RP20lY"
"Nation, USA",112,"['LRNT', 'Apex', 'Apexlegends']",HossinationHQ,2022-12-29 02:44:30+00:00,"Run it ! Live on TWITCH ! 
#LRNT #Apex #Apexlegends 
https://t.co/9d5VLAUVHe 
🤞✌️🫰🤞✌️🫰🤞✌️🫰🤞✌️🫰🤞✌️🫰
✨✨✨✨✨✨✨✨✨✨✨ https://t.co/7HOth6feH8"
"Austin, TX",115,['ApexLegends'],DepShep,2022-12-29 02:43:53+00:00,First time playing on #ApexLegends in a while and a win immediately with Catalyst. It's good to be back. https://t.co/2cusHj5zEL
Malta,110,,Esportdirectory,2022-12-29 02:41:38+00:00,The Mole Has Been Revealed! – The Broken Ghost Part 8 – Apex Legends PVE &amp; Lore https://t.co/J5kYVhFUII
🌎 ,2232,"['APEX', 'streamas', 'streamers', 'gamer', 'gameawards', 'ApexLegends', 'Live', 'Livestream', 'livestreaming', 'ApexLedgends', 'GOAT𓃵', 'NowPlaying', 'ranked']",ScottieThaBro,2022-12-29 02:40:59+00:00,"APEX RANKED LEAGUES LIVE GAMEPLAY!
LIVE @ https://t.co/Ab57KXS9AG JOIN NOW!
LIVE @ https://t.co/o8NLksUNbC JOIN NOW!
 
#APEX #streamas #streamers #gamer #gameawards 
#ApexLegends #Live #Livestream #livestreaming 
#ApexLedgends #GOAT𓃵 #NowPlaying #ranked https://t.co/rlfU2IfOQY"
"Manitoba, Canada",483,,xBond_,2022-12-29 02:40:48+00:00,@HisandHersLive @PlayApex hope to see @MsDopeyGames &amp; @kya_nite_ in this
,126,['PS4live'],mwgibson76,2022-12-29 02:40:40+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/n98FwX7NNd
,3,['PS4live'],BegkFps,2022-12-29 02:40:28+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/fbA6qQlFny
TN,507,['PS4live'],bheathskins,2022-12-29 02:40:26+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/w9rLfuz6NQ
"Arkansas, USA",169,"['Apex', 'Multiplayer', 'Goodvibes', 'Adults', 'GirlGaming', 'Freegame', 'BattleRoyal', 'Shooter', 'English', 'Happy']",inmihans,2022-12-29 02:40:19+00:00,#Apex Legends #Multiplayer #Goodvibes #Adults #GirlGaming #Freegame #BattleRoyal #Shooter #English #Happy live at https://t.co/f3U0xoYcdo
jamaica,2791,,G_CODEE,2022-12-29 02:40:03+00:00,Apexlegends path to affiliate stream https://t.co/ov7mxAKP5S
,1,,406Made,2022-12-29 02:39:50+00:00,@EAHelp @PlayApex @PlayApex fix the west coast servers. This gane makes me want to smash my setup. I spend ny hardearned time and money on this gane and it continues to kick me and ny friends. How do i enjoy a game i cant even play? Pleade fix the west coast servers
"Dallas, TX",573,,botisimostreams,2022-12-29 02:39:46+00:00,3⃣...2⃣...1⃣...🚀 ScottieThaBro Is Live Playing Apex Legends! https://t.co/s2LM1uozZV
,418,['ApexLegends'],LeotheLion25,2022-12-29 02:39:02+00:00,Drop your Seer Ult so I can kill them. 😘 #ApexLegends https://t.co/uwFVb8dZbL
"Evans Head, New South Wales",613,"['PS5Share', 'ApexLegends']",DiveFarQueGuy,2022-12-29 02:38:20+00:00,"#PS5Share, #ApexLegends Poor Rev With the 3rd party gets railed Ahah https://t.co/HjkadEKuVg"
Oklahoma,115,"['youtubegaming', 'warzone', 'apexlegends']",BarrierGaming,2022-12-29 02:38:17+00:00,"Catch me LIVE now on #youtubegaming #warzone #apexlegends
https://t.co/5KmXYOVa0X"
"Bogotá, D.C., Colombia",355,['PS4live'],escalord92,2022-12-29 02:37:19+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/KJIw9TpS8n
"Maryland, USA",766,,MoxieMixie,2022-12-29 02:36:45+00:00,@Zombienator3D @clinton_d21 @PlayApex @ElleNewlands @AnnaWillTweet @chrisedgerly This is so beautiful 😍😍😍
 @playapex ¢ @overwatch2 ,155,,ViTzPhionex,2022-12-29 02:35:10+00:00,@NAHKfps @PlayApex Your pubs look ranky
,811,,Ozprana_,2022-12-29 02:34:00+00:00,@Respawn @PlayApex Catalyst needs to be buffed. Her wall can be interrupted by way too much. Her spikes are walked through too often. Actually care about your game.
,288,,IMocrox,2022-12-29 02:33:24+00:00,@aiya1171 bro got apex legends on his circle lmao https://t.co/VGA0T5Gwmc
Jupiter,1056,['PS4live'],Muutumb0,2022-12-29 02:33:22+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/6WMQZ9PfcY
,36,"['apex', 'apexlegends']",iceddd3,2022-12-29 02:32:38+00:00,The beams #apex #apexlegends https://t.co/pH8HXUB2Fj
cyberspace ,158,"['Vtuber', 'Vtubers', 'VTuberUprising', 'ENVtuber', 'ENVtubers']",CelyziaJace,2022-12-29 02:32:23+00:00,"Streaming Apex Legends with mo in 30 mins!! ૮⸝⸝&gt; ̫ &lt;⸝⸝ ა
https://t.co/qbszTcsTLo 

#Vtuber #Vtubers #VTuberUprising #ENVtuber #ENVtubers"
"Kentucky, USA",511,,JoshRoseberry5,2022-12-29 02:32:20+00:00,I’m so over warzone 2 crash after crash after crash….. I love the game but man it’s pushing me back to @PlayApex..
"Columbus, OH",1441,['ApexLegends'],Donxshinobi,2022-12-29 02:32:19+00:00,Banger Broken Moon game 🔥🕺🏽 #ApexLegends https://t.co/lTxTpnlD5i
twitch,93,,belleroui,2022-12-29 02:31:33+00:00,@Taviola_ @HisandHersLive @PlayApex @angelsyy_ @xLegendaryDollx @KelseyHamade @BanrionBex @MightyMacaroni @woomyhannah appreciate it tav!! 🥹🫶
,92,,thegoatboyo999,2022-12-29 02:31:32+00:00,@nse_gg @MonsterEnergyUK Low key my favorite legend from apex is lifeline. Been my main since the game came out never changed
🇵🇹🇲🇽,207,,pexibruv,2022-12-29 02:31:19+00:00,"@HisandHersLive @PlayApex pick me, me me me"
twitch,93,,belleroui,2022-12-29 02:31:11+00:00,@Schgot89 @HisandHersLive @PlayApex @Margaretattv @DiaSis_Vero @HeyTuva @AprilTV_ @chubchubbychub_ @Littlething__ @ItsPiku_ @Suthy_98 @vDaphneTV appreciate it!! 🥹
Boreas,18,,plutobynight,2022-12-29 02:30:24+00:00,"@Jehadyel @AfricanWrdsmith @Melizande @PlayApex Oh damn, super nice of you."
"Fort Worth, TX",674,['PS4live'],ImKfulBiachh,2022-12-29 02:29:31+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/2AW1p4N4WA
,17,,GauravKDutta,2022-12-29 02:29:12+00:00,@SvenAPEX @PlayApex @_moyparra Fix Pls.
,389,['pathfinderapex'],lil_capsss,2022-12-29 02:29:03+00:00,"@nse_gg @MonsterEnergyUK Pathfinder! @PlayApex I just love robots in games! I love using the grappling hook that he has, also the zip line gun!! It helps a lot to get around places and to be able to escape! #pathfinderapex"
Cap City,330,,Goonytunes_,2022-12-29 02:28:30+00:00,@smoove__md @PlayApex It’s a good start all good things come in time
"Los Angeles, CA",783,,suutannews,2022-12-29 02:27:21+00:00,Apex Legends Season 16 Leaks and Release Date https://t.co/qNP2EC1dKK
"Fort Hood, TX",342,['koopatroop'],SkoobDoo84,2022-12-29 02:26:51+00:00,Come on in and hang out!!!! I'm now live playing Apex Legends over on Twitch: https://t.co/PgEFFa3Xf7 🎮 #koopatroop
"New York, USA",919,,smoove__md,2022-12-29 02:25:19+00:00,@Goonytunes_ @PlayApex Need some improvement papi
Cabinet of Curiosity,301,"['ENVtuber', 'Vtuber', 'LiVerde']",Damien_Verde,2022-12-29 02:25:00+00:00,"🔴LIVE🔴

Apex Legends !discord | No thoughts head empty tonight so we Pew Pew-ing, lads

#ENVtuber #Vtuber #LiVerde https://t.co/vJ3NN9zPpg"
Cap City,330,,Goonytunes_,2022-12-29 02:24:21+00:00,Better late than never @playApex https://t.co/QKpU0qCdiE
,25,"['ApexLegends', 'apexlegendsmobile', 'twitch', 'TwitchStreamers', 'gaming', 'streamers', 'CoDMobile', 'cod', 'JustChatting']",ColoPelirrojo,2022-12-29 02:23:45+00:00,"I'm back [UY/ESP/EN] / CALL OF DUTY https://t.co/G4illcNSIb
_______________________________________
#ApexLegends #apexlegendsmobile #twitch #TwitchStreamers #gaming #streamers #CoDMobile #cod #JustChatting"
Malta,110,,Esportdirectory,2022-12-29 02:23:04+00:00,START WINNING EVERY GAME! (Apex Legends Guide to WIN MORE GAMES and STOP LOSING – Detailed Guide) https://t.co/JpkgCLHATZ
"Florida, USA",2227,['apexlegends'],RayThePurple,2022-12-29 02:22:50+00:00,Won the first match of the night and it was ranked woo gg #apexlegends https://t.co/D3kg3LobK9
,169,,scepxx,2022-12-29 02:22:26+00:00,@TermK47 @PlayApex Moaned so loud the mic couldn't handle it
"The 707 California, USA",54,,nativeraider707,2022-12-29 02:22:10+00:00,@PlayApex I'm claiming these but they not showing up.
"Chicago, IL",9,,lol_meeks,2022-12-29 02:21:41+00:00,Check out Apex Legends Gameplay!!! https://t.co/bfMprenAs2
"London, England",66,"['respawn', 'EA', 'ApexLegends', 'APEX']",jamesdungey2,2022-12-29 02:21:29+00:00,Fix matchmaking please how are we getting in there lobby for them to drop 30 squad kills how are the average players meant to rank up with these in our lobbies #respawn #EA #ApexLegends #APEX https://t.co/BKFZRLPG5o
,45,,Scott57184937,2022-12-29 02:21:18+00:00,@GoldenTatsu You remind me a lot of an apex legends YouTuber named zylbrad you both have the same energy also I love your avatar
"Killeen, TX",2005,['PS4live'],KillWill254,2022-12-29 02:20:34+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/N2TmaBYPv4
,5,"['PS5Share', 'ApexLegends']",sweatyslimathy4,2022-12-29 02:20:13+00:00,"#PS5Share, #ApexLegends 
Legend has it he's still looking 😂😂😂 https://t.co/CfMqJYhnJ1"
"Beaumont, TX",119,,Daddy_Quack_,2022-12-29 02:19:46+00:00,Apex legends ranked solo is miserable af
My Bedroom ,39,"['Apex', 'Apexlegends']",N3Ofps,2022-12-29 02:19:32+00:00,"Aspiring to become a movement Demon
😈
#Apex #Apexlegends 
Live now 🫶
https://t.co/yJwLTcCZzM"
Hide-out,154,,KYCryptoVT,2022-12-29 02:19:21+00:00,"Streaming some Apex Legends!! 

Come hang!! 

https://t.co/jpwuPrkKkg"
Somewhere out in yodieland,535,['ApexLegends'],LiterallyVibiin,2022-12-29 02:18:09+00:00,"Definition of “Carried”
#ApexLegends https://t.co/Vkn4WXDMgF"
,18,,HaYaShi9505,2022-12-29 02:16:28+00:00,I'm now streaming on Twitch! Playing Apex Legends https://t.co/9r2vkoRWwE
,1,,harley72268373,2022-12-29 02:15:22+00:00,@PlayApex get another company to do your work cause you obviously aint finna do noffin
"Killeen, TX",2005,,KillWill254,2022-12-29 02:15:11+00:00,pf8bc352 Open lobby scrims in 15 minutes join up @PlayApex
Canada,951,['ApexLedgends'],Sanittyy,2022-12-29 02:15:09+00:00,"Beams 

@PlayApex  #ApexLedgends https://t.co/uE4sFKjmrD"
pnw,128,,itsallorianna,2022-12-29 02:14:30+00:00,"It's happening!! Live now with the first ever Apex Legends custom night hosted by Ladies Throw Hands. All are welcome, come join us! 

https://t.co/kMPp5IXaDc https://t.co/f4gQx7W8BO"
,269,['PS4live'],TNOGaming_,2022-12-29 02:14:28+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/DjBhw6Ukh0
David 💜,2598,,MsDontMiss,2022-12-29 02:13:54+00:00,@HoneyyBunchezzz @HisandHersLive @PlayApex @iLovNoodle @GanjaQueenii @himalyahs @moomeronthemoon @itsMissTaco I appreciate you Natty 🥹💖
Canada,60,,CaptainBl0ndiee,2022-12-29 02:12:37+00:00,@InnerNerd_GG @HisandHersLive @PlayApex 🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️ I am here for it!!!
,101,['streaming'],IHaveBadAimGam1,2022-12-29 02:12:22+00:00,I'm #streaming Apex Legends at https://t.co/AEWKOaaxUl Come hang out!
Frenzy Farm,88,"['ApexLegends', 'Apex募集']",SunnyVegasx,2022-12-29 02:11:44+00:00,finally😍#ApexLegends #Apex募集 https://t.co/hV1FIiHQpW
Oklahoma,687,"['hyperx', 'xbox', 'ApexLegends']",DivaCak3s,2022-12-29 02:11:30+00:00,"I’m live 🔴

Come hang!! 

Goals: 
5 subs 
15 people in chat

#hyperx #xbox #ApexLegends https://t.co/amUUHntNRW"
austin,991,,its_zonaaa,2022-12-29 02:11:03+00:00,@HisandHersLive @PlayApex hi me
20s | PA/NJ ,3660,,Amicheyy,2022-12-29 02:11:00+00:00,@kaila_autumn @PlayApex LMAO truly did
"New York, USA",1488,,Shadow_oBv,2022-12-29 02:10:53+00:00,@DEANOmerkz @PlayApex Ooof that happens wayyyy too much too me in arenas
,1494,,KingZekeAOC,2022-12-29 02:10:01+00:00,"Playing Apex Legends until I get 100 kills. How long will this take 😭
https://t.co/6JxHreyVjO"
apex season 7,156,,anneugh,2022-12-29 02:09:17+00:00,@HisandHersLive @PlayApex hi 🫡 I’d love this opportunity
,284,,Arailia_,2022-12-29 02:09:12+00:00,@HisandHersLive @PlayApex I would love to be considered! ❤️
Jacksonville ,266,,Bubbafutch1,2022-12-29 02:08:41+00:00,Hitting the firing range real quick to warm up then hopping on stream. Come by and hang out. I’ll post when I go LIVE 🔴 @PlayApex https://t.co/Y2cC0803IP
,39,['apexlegends'],HaROLLEDx,2022-12-29 02:08:02+00:00,4/3 classic #apexlegends https://t.co/pkyPRQgcbh
,1,,harley72268373,2022-12-29 02:07:50+00:00,@mikuiqi @PlayApex lol you only just noticed? they been this way from the start
"Worthing, England",24,"['ApexLegends', 'apexlegendsclips', 'Xbox', 'XboxSeriesS', 'PS4share', 'PS5']",Not_Klutz,2022-12-29 02:07:14+00:00,"Wish there was a way for console #ApexLegends players to get the recognition they deserve 😔. I feel like we just get shit on by the community. Don't get me wrong, if I could use k&amp;m on apex Xbox without zim/Cronus i  would 100% #apexlegendsclips #Xbox #XboxSeriesS #PS4share #PS5"
,2,,Babywraith3168,2022-12-29 02:06:31+00:00,@PlayApex @jmeyels is anyone else still not able to play apex since it had the last update on xbox and ps4? Idk about pc but i keep getting error code:wheel with 20 seconds i load into a game and even in the lobby i get kicked since like the 17th
#lumberjackpimpin #Teamlibra,1537,"['asmr', 'apexlegends', 'eclipse', 'gamer', 'streaming', 'dubskigg', 'chat']",Molotovmatt,2022-12-29 02:06:21+00:00,#asmr #420 #apexlegends #eclipse #gamer #streaming killin with the guys #dubskigg #chat  https://t.co/dqRbUZMLX1
,443,,LosPoIIosMan,2022-12-29 02:05:39+00:00,@knowmeftdean @PlayApex You know I had to ice bae out https://t.co/GHdEdgztR3
No Trust   ˘-˘  ,1087,"['PS5Share', 'ApexLegends', 'APEX']",keeLesh_FPS,2022-12-29 02:05:35+00:00,"I'm struggling, please Help 🫠🫠🫠
@GalaxyGamingGG_  @ApexPawn
#PS5Share #ApexLegends #APEX https://t.co/4J0e8YxzuM"
,208,,Ember_Wolf70,2022-12-29 02:05:15+00:00,@DEANOmerkz @PlayApex Happens to me all the time
,1888,,no_viewers,2022-12-29 02:04:40+00:00,"jibbaguy has been streaming Apex Legends for -44 minutes and no one's watching them, go say hi and make their day https://t.co/bqlHHOUBCl. Tag your favourite Apex Legends streamer."
Ohio Born and Raised,126,['ApexLegends'],jayxhawkz,2022-12-29 02:03:47+00:00,Winter Express should be a permanent game mode #ApexLegends
"Cleveland, OH",355,['ApexLegends'],donkillmonger,2022-12-29 02:03:26+00:00,"Check out this Apex Legends clip I recorded with https://t.co/xVUQXoGk8P! #ApexLegends

🔗 https://t.co/Gqv5Hkf4HR https://t.co/Isg3JWWtlW"
"Texas, USA",15,"['crossplatformoff', 'ApexLedgends']",thegingerxking,2022-12-29 02:03:12+00:00,"Apex rank is so jacked up. I'm at the very bottom and have nothing but aimbot and 30,000 kill players in bronze. Seems fare!! #crossplatformoff ##ApexLedgends @PlayApex"
jared ♥️,2822,,GanjaQueenii,2022-12-29 02:02:05+00:00,@HoneyyBunchezzz @HisandHersLive @PlayApex @iLovNoodle @himalyahs @moomeronthemoon @MsDontMiss @itsMissTaco Oof I would love too :3
,12,"['shorts', 'ApexLegends', 'ALGS', 'eSports']",Zekano_CG,2022-12-29 02:01:07+00:00,Apex Legends Best Plays ALGS | Kraber Out Of The Sky #shorts #ApexLegends #ALGS #eSports https://t.co/eXnTF2J6mq
,301,,PandaaBeasty,2022-12-29 02:01:04+00:00,"@melissa_xj @PlayApex @NoMercyEst Shooooot a straight killer like you on Apex I doubt that's ur highest lmfao , you probably shit on my high 😅😅😅😅"
"South Carolina, USA",113,,KaprikhornTTV,2022-12-29 02:00:19+00:00,I'm now live playing Apex Legends over on Twitch: https://t.co/zqKravLPkt 🎮
"Cleveland, OH",355,['ApexLegends'],donkillmonger,2022-12-29 02:00:15+00:00,"Check out this Apex Legends clip I recorded with https://t.co/xVUQXoGk8P! #ApexLegends

🔗 https://t.co/6ZbtjiqFzJ https://t.co/m807vDnoOj"
"North Miami, FL",103,,BHCxDark,2022-12-29 02:00:07+00:00,BHCxDark is live playing Apex: Legends!  Let's get it! https://t.co/W0l4GxQrqk
Lets enjoy the process !!,75,,korineighty,2022-12-29 01:59:57+00:00,push rank | Apex Legends | subs https://t.co/gwg0U5x3JE
"Sanford, NC",48,"['gaming', 'apexlegends', 'twitch', 'smalldickenergy', 'streamer']",imprayerttv,2022-12-29 01:59:39+00:00,Bro understood the assignment. #gaming #apexlegends #twitch #smalldickenergy #streamer https://t.co/Mf6ABLYJxr
,71,['ApexLegends'],MisterJaeger2,2022-12-29 01:59:06+00:00,Stay Drinking w/ @AmericasDaddy | #ApexLegends | !discord https://t.co/Pe8cMDm0Un
"Columbia, MD",375,"['betterlatethannever', 'ApexLegends']",PartyNextJour,2022-12-29 01:58:49+00:00,Finally hit 3K. Been playing for years lol #betterlatethannever #ApexLegends https://t.co/QAO6jZCNkS
"Indianapolis, IN",23,"['ApexLegends', 'Apex募集pc']",CodePrometheus,2022-12-29 01:57:49+00:00,How important is having top tier equipment in terms of being a good #ApexLegends player? Does it matter or does skill out perform poor equipment? #Apex募集pc
