Username,Datetime,Text
NOBB_D,2022-12-01 23:44:25+00:00,"今年はリリースできてませんが世界中の人にNOBB-Dの楽曲を聞いて頂く機会を作って頂き感謝いたします🙇🏻‍♂️🎧

滑り込みで12月にリリースできたらなと。

聞いていただいた方々有難うございました🙏🏻

Thank you for listening to my music.

#SpotifyWrapped #Spotifyまとめ #beatmakers #音楽と人 https://t.co/mm83w54F6E"
Selena_yoongi,2022-12-01 23:44:25+00:00,@levijjk @Spotify @SpotifyCares Ey @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power??? JA!
chimdiya888,2022-12-01 23:44:24+00:00,"Thanks Brymo for spending 8,429 minutes with me in 2022. I couldn’t stop listening to Illusions. #SpotifyWrapped https://t.co/Or7KepWEf4"
joanasousaa97,2022-12-01 23:44:23+00:00,"Se eu quiser partilho o meu Spotify wrapped mil vezes e ninguém tem nada a ver com isso lol 
Falta de sexo esta gente"
jjeitae,2022-12-01 23:44:23+00:00,@statsforbangtan @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
JakeBattosai,2022-12-01 23:44:23+00:00,"Thanks @txt_members for spending 1,333 minutes with me in 2022. I couldn’t stop listening to Our Summer. #SpotifyWrapped https://t.co/0d17SmghgU"
OnlyKanto,2022-12-01 23:44:23+00:00,"Thanks RBD for spending 2,314 minutes with me in 2022. I couldn’t stop listening to Nuestro Amor. #SpotifyWrapped https://t.co/xxpj1CkWhl 😭"
sammyisagenius,2022-12-01 23:44:22+00:00,Spotify wrapped is not available in your region s3n? But they are quick to take their monthly charges smh https://t.co/Zc2O2yUz61
ysnksi,2022-12-01 23:44:21+00:00,"Thanks @coldplay for spending 2,791 minutes with me in 2022. I couldn’t stop listening to Champion Of The World. #SpotifyWrapped https://t.co/j7Qx5bDwLH"
Minion21F,2022-12-01 23:44:21+00:00,"Thanks @boywithukes for spending 1,109 minutes with me in 2022. I couldn’t stop listening to Two Moons. #SpotifyWrapped https://t.co/OvsBNmt6V9"
Thegrim43556891,2022-12-01 23:44:20+00:00,"Thanks 9lokknine for spending 3,747 minutes with me in 2022. I couldn’t stop listening to Draco. #SpotifyWrapped https://t.co/XNLuX4hLZA"
vhopegrlfrd,2022-12-01 23:44:20+00:00,"@flourkive @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power
#spotifycorrupt"
trabellurz,2022-12-01 23:44:20+00:00,Thanks @clintonkane for spending 182 minutes with me in 2022. I couldn’t stop listening to CHICKEN TENDIES. #SpotifyWrapped https://t.co/aVNn2TcISK
Anlijuu,2022-12-01 23:44:20+00:00,I cant fiund the god damn spotify wrapped thing
AlanWyatt,2022-12-01 23:44:20+00:00,"Thanks @radiohead for spending 1,447 minutes with me in 2022. I couldn’t stop listening to Like Spinning Plates. #SpotifyWrapped https://t.co/qItB4i7Rgk"
Bella82472252,2022-12-01 23:44:19+00:00,Thanks @harry_styles for spending 966 minutes with me in 2022. I couldn’t stop listening to Falling. #SpotifyWrapped https://t.co/tMizTOcBxq
yyeessyym,2022-12-01 23:44:17+00:00,"Thanks Golden Child for spending 1,854 minutes with me in 2022. I couldn’t stop listening to That Guy. #SpotifyWrapped https://t.co/E6JnBXK7XX"
adj_hh,2022-12-01 23:44:17+00:00,Thanks Luci4 for spending 91 minutes with me in 2022. I couldn’t stop listening to BodyPartz - Slowed. #SpotifyWrapped https://t.co/tppA02hjaz
dustinyade,2022-12-01 23:44:16+00:00,"What's everyone's 2022 Spotify Wrapped look like??  Here's mine!

#SpotifyWrapped https://t.co/MCTU9f4S59"
neroAkagami,2022-12-01 23:44:15+00:00,"Si vous voulez des conseils en musique, vous pouvez prendre un rendez-vous avec mon assistant
#SpotifyWrapped https://t.co/0TydhDkqSp"
candeeznuts420,2022-12-01 23:44:15+00:00,First year in a while thAt goth babe wasnt in my top 5 spotify wrapped 🥺🥺
adalberteau,2022-12-01 23:44:15+00:00,out of my 2022 spotify wrapped playlist i’ve listened to 29 of them live 🤩🤩 (this number might become even bigger)
exols_loves,2022-12-01 23:44:14+00:00,"Thanks @weareoneexo for spending 1,827 minutes with me in 2022. I couldn’t stop listening to Tempo. #SpotifyWrapped https://t.co/cipuGCFGYG"
MrSteveMuir7,2022-12-01 23:44:14+00:00,"Thanks Runrig for spending 1,264 minutes with me in 2022. I couldn’t stop listening to Maymorning. #SpotifyWrapped https://t.co/z0BuonZY7m"
loveJUNCHAN,2022-12-01 23:44:13+00:00,"@moonchildinmono @eldsjal Please address the issue currently impacting BTS and its members on #SpotifyWrapped    and end of year charts. This looks like intentional, blatant manipulation of Spotify numbers to remove BTS from leading positions. #SpotifyCorrupt @nytimes @BuzzFeed @LaineyGossip"
capekzchomutova,2022-12-01 23:44:13+00:00,"Díky, Ruoska, za 2 063 min strávených se mnou v roce 2022. Skladby Multaa ja loskaa se mi nedařilo nabažit. #SpotifyWrapped https://t.co/QXmR60trF2"
HanKadd,2022-12-01 23:44:12+00:00,"@GeniusStage_ @Spotify @SpotifyCares Hello @Spotify @SpotifyCares, may we have some explanation in regards to the removal of streams of ""Left and Right"" &amp; ""My Universe"" from Jungkook's &amp; BTS' tally in #SpotifyWrapped   , considering these are their songs as much as their collaborators? Please respond asap!"
GeniusLab9399,2022-12-01 23:44:12+00:00,"Nos vemos en la cárcel con el Jeremy corrupto

#SpotyfyCorrupt #SpotifyWrapped https://t.co/JQzyrLAX1F"
_giumess_,2022-12-01 23:44:12+00:00,Grazie @coldplay per i 247 minuti trascorsi insieme nel 2022. Something Just Like This sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/uFtxZaDDPt
gissll3_,2022-12-01 23:44:12+00:00,@statsforbangtan @Spotify @SpotifyCares @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
UncleNoChill,2022-12-01 23:44:12+00:00,"Thanks @miwband for spending 3,435 minutes with me in 2022. I couldn’t stop listening to Slaughterhouse (feat. Bryan Garris Of Knocked Loose). #SpotifyWrapped https://t.co/LgrVAv1IaN"
CallmeChris2629,2022-12-01 23:44:11+00:00,"Thanks AmaLee for spending 917 minutes with me in 2022. I couldn’t stop listening to Cha-La Head Cha-La (From ""Dragon Ball Z""). #SpotifyWrapped https://t.co/Bha411Pcfk"
DeepswimLife,2022-12-01 23:44:11+00:00,#SpotifyWrapped #Abracadabra https://t.co/ZcsSngow6I
CarsonJett9301,2022-12-01 23:44:11+00:00,"Thanks Bob Seger for spending 6,943 minutes with me in 2022. I couldn’t stop listening to Mainstreet. #SpotifyWrapped https://t.co/K4ZRfGvWAE"
Procatmeat,2022-12-01 23:44:10+00:00,"Thanks Goodnight, Texas for spending 2,031 minutes with me in 2022. I couldn’t stop listening to Moonshiners. #SpotifyWrapped https://t.co/8OiBgPRjOL"
Zakaiiii_,2022-12-01 23:44:10+00:00,"Thanks Bladee for spending 8,143 minutes with me in 2022. I couldn’t stop listening to Sugar. #SpotifyWrapped https://t.co/bMBz494aBA"
N1gh1F1re,2022-12-01 23:44:09+00:00,"Thanks @iamalanwalker for spending 4 527 minutes with me in 2022. I couldn’t stop listening to Alone, Pt. II. #SpotifyWrapped https://t.co/hBFtuBf6Cw"
khangivasmusic,2022-12-01 23:44:09+00:00,"Thank you for all the love and support this year!
#KhanGivasMusic #SpotifyWrapped #2022ArtistWrapped https://t.co/StSZ2RdBk1"
taetepurple,2022-12-01 23:44:09+00:00,@statsforbangtan @Spotify @SpotifyCares .@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
Sp4c3N00dL3,2022-12-01 23:44:09+00:00,Thanks @romyromyromy @fredagainagain1 Fred again.. for spending 711 minutes with me in 2022. I couldn’t stop listening to Lights Out. #SpotifyWrapped https://t.co/UO041EWQCM
WavieFijiYT,2022-12-01 23:44:08+00:00,"Thanks Efendi for spending 8,411 minutes with me in 2022. I couldn’t stop listening to Mata Hari. #SpotifyWrapped https://t.co/cdGjfIJLA1"
__zzzkth,2022-12-01 23:44:07+00:00,"Thanks @bts_bighit for spending 2,589 minutes with me in 2022. I couldn’t stop listening to Paradise. #SpotifyWrapped https://t.co/QwEAXuDYhr"
hobawd,2022-12-01 23:44:07+00:00,no puedo ver mi Spotify wrapped y me re vontra urge :((
de_plesnar,2022-12-01 23:44:07+00:00,"Danke für die 447 Minuten, die wir im Jahr 2022 zusammen verbracht haben, @shakira. Ich konnte einfach nicht genug von Monotonía bekommen. #SpotifyWrapped https://t.co/eW0HjCITcJ"
vincentdell3154,2022-12-01 23:44:07+00:00,#Qatar2022 #FIFAWorldCup #SpotifyWrapped https://t.co/UX7u7ZvLUl
duytran24,2022-12-01 23:44:06+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/WpCZoyqI3G
iyhawnq,2022-12-01 23:44:06+00:00,"Thanks @mitskileaks for spending 3,670 minutes with me in 2022. I couldn’t stop listening to A Pearl. #SpotifyWrapped https://t.co/n1WFq4xwcN"
weirdmp3,2022-12-01 23:44:06+00:00,"Damn wiggles making the top 5 
#SpotifyWrapped https://t.co/JISUpMbbQT"
davguepe18,2022-12-01 23:44:05+00:00,My favorite song of the year in #SpotifyWrapped by @bearmccreary @LOTRonPrime https://t.co/Vnv1BfEu9H
kavi_kkat,2022-12-01 23:44:04+00:00,".@Spotify @SpotifyCares we are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs.
#SpotifyCorrupt 
#SpotifyCorrupt"
MarkyPgolf,2022-12-01 23:44:04+00:00,"Thanks @btbamofficial for spending 2,659 minutes with me in 2022. I couldn’t stop listening to The Double Helix of Extinction. #SpotifyWrapped https://t.co/VdQAFdnLBH"
YoxVChoir,2022-12-01 23:44:02+00:00,"Terima kasih, @taylorswift13, karena sudah menghabiskan 16.698 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan evermore (feat. Bon Iver). #SpotifyWrapped https://t.co/46ukMu1Sb8"
DlSCOURSElSDEAD,2022-12-01 23:44:02+00:00,never ever did i think my spotify wrapped would blow up this much😭😭
Debbyrebel,2022-12-01 23:44:02+00:00,Thanks John Gregorius for spending 758 minutes with me in 2022. I couldn’t stop listening to Light. #SpotifyWrapped https://t.co/cBFE9XUGgZ
Gabriel84894652,2022-12-01 23:44:01+00:00,Thanks e7i for spending 830 minutes with me in 2022. I couldn’t stop listening to BEST THING. #SpotifyWrapped https://t.co/lA61a04LFy
kbr_cho,2022-12-01 23:44:01+00:00,@spotifycharts @BTS_twt @taylorswift13 @SamHuntMusic @bigtimerush @machinegunkelly @quando_rondo @MYKETOWERS @daddy_yankee @Anuel_2bleA @ChiliPeppers lmao then please explain why u excluded the streams from Jungkooks' and other bts members collab from spotify wrapped but include the collab streams from other group?! why made change from a list that was already posted yesterday?? #SpotifyCorrupt #SpotifyWrapped https://t.co/mJacDN27BV
AmosMentzer,2022-12-01 23:44:01+00:00,"Thanks @limpbizkit for spending 6,557 minutes with me in 2022. I couldn’t stop listening to Break Stuff. #SpotifyWrapped https://t.co/fZV5SRZfzX"
IanTacquard,2022-12-01 23:44:00+00:00,I like pop what can I say 🤷‍♂️ #SpotifyWrapped https://t.co/hx3PL9mbdx
IamRenBlack,2022-12-01 23:44:00+00:00,Nagdl ng spotify para tignan yung #SpotifyWrapped
PlatinumRosebud,2022-12-01 23:44:00+00:00,Thanks @eltonofficial for spending 548 minutes with me in 2022. I couldn’t stop listening to Don't Go Breaking My Heart. #SpotifyWrapped https://t.co/T1zogFxwZf
KarinaPC1,2022-12-01 23:43:59+00:00,Thanks @aliciakeys for spending 592 minutes with me in 2022. I couldn’t stop listening to Diary (feat. Tony! Toni! Tone! &amp; Jermaine Paul). #SpotifyWrapped https://t.co/a8Gll8D23h
yoshaganda,2022-12-01 23:43:59+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/6RMA8EIbYv"
plantapavimento,2022-12-01 23:43:58+00:00,Mi wrapped de spotify es fake porque me la paso con los tiny desk y meditaciones pa dormir 😅
Disparato_,2022-12-01 23:43:57+00:00,"¿Sigues escuchando música con anuncios? Este tweet y link es para ti. https://t.co/MlCoAADEvR

#SpotifyWrapped https://t.co/wbsyyEbMdC"
ChrystieD,2022-12-01 23:43:57+00:00,Thanks @walkerhayes for spending 407 minutes with me in 2022. I couldn’t stop listening to Face on My Money - 8Track. #SpotifyWrapped https://t.co/eSMm388B27
CircleJiang,2022-12-01 23:43:57+00:00,"感謝@txt_members在 2022 年與我共度 1,015 分鐘。我對〈Anti-Romantic〉百聽不厭。#SpotifyWrapped https://t.co/iM53Fn2thK"
1989JR93230,2022-12-01 23:43:56+00:00,#SpotifyWrapped https://t.co/mLwKZNZOZP
alipop3000,2022-12-01 23:43:56+00:00,just bought 2 phil elverum lps like 5 mins after they were released. happy spotify wrapped
50mlTequilaStat,2022-12-01 23:43:55+00:00,"#SpotifyWrapped 

SO THIS YEAR
جو گزاری نہ جا سکی ہم سے
ہم نے وہ زندگی گزاری ہے https://t.co/ffcIYNwtXa"
PetraMarinescu,2022-12-01 23:43:54+00:00,Merci @alt_j pour ces 1 937 minutes passées ensemble en 2022. J'ai écouté Bane en boucle. #SpotifyWrapped https://t.co/8mpKQshSCc
onokorokinzo,2022-12-01 23:43:53+00:00,The Washington Post launches a year in news à la Spotify Wrapped (Nieman Lab) #NewsPicks https://t.co/SN42sDNfs6
oliverdurita,2022-12-01 23:43:53+00:00,@thv937 Hello @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
ktwitzy,2022-12-01 23:43:53+00:00,"Thanks @jypetwice for spending 2,605 minutes with me in 2022. I couldn’t stop listening to Baby Blue Love. #SpotifyWrapped https://t.co/6mmzkPNbJj"
PabloBustilloR,2022-12-01 23:43:52+00:00,"Thanks @sanbenito for spending 7,748 minutes with me in 2022. I couldn’t stop listening to Dos Mil 16. #SpotifyWrapped https://t.co/uFFlrz7Smh"
0nlyvibe,2022-12-01 23:43:52+00:00,"Devoted to the Big Wiz and Wizkid FC.

My 2022 listening personality. Find out what kind of listener you are with #SpotifyWrapped  https://t.co/E8P3nS8PjL"
latelataa,2022-12-01 23:43:51+00:00,Thanks @nctsmtown_dream for spending 394 minutes with me in 2022. I couldn’t stop listening to Life Is Still Going On. #SpotifyWrapped https://t.co/KI505tSdmL
ZaynahMaleek,2022-12-01 23:43:50+00:00,Thanks Faris Shafi for spending 499 minutes with me in 2022. I couldn’t stop listening to Introduction. Asal mai bhi mil lo plis thanks 😭🤝 #SpotifyWrapped https://t.co/d9kQUycXul
ludo_chaon,2022-12-01 23:43:50+00:00,Merci @gazomlg pour ces 2 976 minutes passées ensemble en 2022. J'ai écouté DIE en boucle. #SpotifyWrapped https://t.co/K45wLOAxmA
doritoclock,2022-12-01 23:43:49+00:00,"Thanks @systemofadown for spending 1,452 minutes with me in 2022. I couldn’t stop listening to Radio/Video. #SpotifyWrapped https://t.co/gT0Weyu4Ab"
Eloyffighter,2022-12-01 23:43:48+00:00,"Gracias, Porcupine Tree, por haberme hecho compañía durante 1.397 minutos en 2022. No he parado de escuchar Harridan. #SpotifyWrapped https://t.co/bwN7rpon0G"
DrayerLaura,2022-12-01 23:43:47+00:00,"Gracias, @imaginedragons, por haberme hecho compañía durante 633 minutos en 2022. No he parado de escuchar It's Ok. #SpotifyWrapped https://t.co/IQYpFaXltr"
yxngprince11,2022-12-01 23:43:46+00:00,Thanks Black Sherif for spending 491 minutes with me in 2022. I couldn’t stop listening to Soja. #SpotifyWrapped https://t.co/DPfSw2KbgM
leastt,2022-12-01 23:43:46+00:00,i really do love seeing the spotify wrapped posts from people i don’t know very well. like damn i assumed you were normal all these years and now you tell me Lana Del Rey is your top artist? in 2022?
moreleonee,2022-12-01 23:43:46+00:00,una mierda mi wrapped d spotify amigo
joanasousaa97,2022-12-01 23:43:45+00:00,"E ninguém quer saber se vocês não querem ver os Spotify wrapped das pessoas, deixem de ser chatos e recalcados 
Obrigada e boa noite"
duytran24,2022-12-01 23:43:45+00:00,"Thanks Linkin Park for spending 1,322 minutes with me in 2022. I couldn’t stop listening to In the End. #SpotifyWrapped https://t.co/ksAMT3vduq"
oviny3,2022-12-01 23:43:45+00:00,Thanks Дайте танк (!) for spending 10 976 minutes with me in 2022. I couldn’t stop listening to Три четверти. #SpotifyWrapped https://t.co/ZcqWr5MBMG
rhasssid,2022-12-01 23:43:44+00:00,"Thanks For Revenge for spending 3,817 minutes with me in 2022. I couldn’t stop listening to Jakarta Hari Ini. #SpotifyWrapped https://t.co/x3KqIWrVjx"
NeydiArmy,2022-12-01 23:43:44+00:00,"Hey there, @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???"
maryk3lly,2022-12-01 23:43:43+00:00,@AstonshngLegnds let’s see your #SpotifyWrapped #spotifywrapped2022 ;) who is your number one artist ??
Austan131,2022-12-01 23:43:43+00:00,Thanks @datelinenbc for being my top podcast on @Spotify this year. I loved all 249 minutes of it. #SpotifyWrapped https://t.co/OozmuS75kA
_you_got_it_bs,2022-12-01 23:43:42+00:00,Thanks MiSTah Kye for spending 112 minutes with me in 2022. I couldn’t stop listening to I Thought I'd Die In Your Arms. #SpotifyWrapped https://t.co/OEyHrbFulV
notsamlouise,2022-12-01 23:43:42+00:00,"based on everyone’s Spotify wrapped, i guess it was collectively decided to forget that Morgan Wallen is a racist piece of shit"
KatyaLdT,2022-12-01 23:43:41+00:00,Thanks @dannocean for spending 713 minutes with me in 2022. I couldn’t stop listening to Fuera del mercado. #SpotifyWrapped https://t.co/TzKMHKlf5M
turtles05484276,2022-12-01 23:43:41+00:00,"Thanks Riovaz for spending 2,116 minutes with me in 2022. I couldn’t stop listening to you're a parasite. #SpotifyWrapped https://t.co/C33bGCNT4t"
PinkWhalezz,2022-12-01 23:43:41+00:00,Thanks @tvgirlz for spending 429 minutes with me in 2022. I couldn’t stop listening to Not Allowed. #SpotifyWrapped https://t.co/XgnEC9bidi
RobinYozu27,2022-12-01 23:43:41+00:00,"LOVE YOU TWICE Thanks @jypetwice for spending 12,927 minutes with me in 2022. I couldn’t stop listening to Talk that Talk. #SpotifyWrapped    https://t.co/TnIMqSVrjo"
sprechgelz17,2022-12-01 23:43:41+00:00,"Terima kasih, @jypetwice, karena sudah menghabiskan 11.574 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Talk that Talk. #SpotifyWrapped https://t.co/mmFvjMcSzv"
belzokx,2022-12-01 23:43:40+00:00,"Thanks @harry_styles for spending 3,129 minutes with me in 2022. I couldn’t stop listening to As It Was. #SpotifyWrapped https://t.co/RooADBCVpe"
pettit1612,2022-12-01 23:43:40+00:00,"Thanks Zach Bryan for spending 1,487 minutes with me in 2022. I couldn’t stop listening to From Austin. #SpotifyWrapped https://t.co/SQIuOO8M4b top 3%!!!"
LissaJoStewart,2022-12-01 23:43:39+00:00,Does she understand what this will do to my 2023 Spotify Wrapped??
stayloki94,2022-12-01 23:43:39+00:00,Thanks Jenzen Guino for spending 615 minutes with me in 2022. I couldn’t stop listening to Byahe. #SpotifyWrapped https://t.co/QehwVeKhxv
osfag_,2022-12-01 23:43:39+00:00,listening to my spotify wrapped at the gym n Está Dañada comes on https://t.co/qxbDaXOVmX
olafsson_arnar,2022-12-01 23:43:38+00:00,"Elska þegar fólk hendir í ""OMG ég er með besta spotify-wrapped no question""... No shit þetta eru top 5 uppáhalds lögin þín"
yoshaganda,2022-12-01 23:43:37+00:00,"My top artist of 2022. Who was yours? #SpotifyWrapped 
https://t.co/mVzCoVLsda"
supermoonksj,2022-12-01 23:43:37+00:00,My spotify wrapped.... 💜💜💜 https://t.co/AGTVs93HbE
NaveSkram,2022-12-01 23:43:36+00:00,Thanks Ben Rector for spending 549 minutes with me in 2022. I couldn’t stop listening to Heroes. #SpotifyWrapped https://t.co/2b7cIQevzG
galeish1,2022-12-01 23:43:36+00:00,spotify wrapped season….time for antis to run to photoshop so they can hide blackpink from their favorites list https://t.co/HKrAT3biqR
masrgridarrnaud,2022-12-01 23:43:35+00:00,"✨TGID: THANK GOD IT’S DOYOUNG DAY✨

#SpotifyWrapped with DOYOUNG
ALWAYS DOYOUNG💙💙💙💙

#DoyoungYouAreLoved 
#도영 #NCT도영 #DOYOUNG https://t.co/sMaa95rsbF https://t.co/CEfjgnOLhk"
WandaLe36613656,2022-12-01 23:43:35+00:00,"@Spotify #SpotifyWrapped 
#keungto 
#cantopop https://t.co/rOsuvAZb6d"
banyubiru219,2022-12-01 23:43:35+00:00,"Terima kasih, @officialJKT48, karena sudah menghabiskan 633 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Honest Man. #SpotifyWrapped https://t.co/5QSgHgM4eC"
taeberry79,2022-12-01 23:43:34+00:00,"@TKvotingteam @Spotify @SpotifyCares hello @Spotify @SpotifyCares, may we have some explanation in regards to the removal of streams of ""Left and Right"" &amp; ""My Universe"" from Jungkook's &amp; BTS' tally in #SpotifyWrapped      , considering these are their songs as much as their collaborators? Please respond asap!"
ruthflwrz,2022-12-01 23:43:34+00:00,@netiksb mas graças a deus seguem intactas no seu top5 do Spotify wrapped https://t.co/J94nl5jiEB
maaniangel1,2022-12-01 23:43:34+00:00,Thanks Hillsong UNITED for spending 612 minutes with me in 2022. I couldn’t stop listening to Whole Heart (Hold Me Now) - Live. #SpotifyWrapped https://t.co/YbMs6DCt7y
ArmyYAnime,2022-12-01 23:43:34+00:00,"@AnnKittengigi @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
#SpotifyCorrupt"
justbanksy,2022-12-01 23:43:33+00:00,"Thanks IDLES for spending 1,053 minutes with me in 2022. I couldn’t stop listening to MTT 420 RR. #SpotifyWrapped https://t.co/y2kf6iC1t8"
majorboomer1,2022-12-01 23:43:33+00:00,This is why #American corporations wanted #NAFTA Wow! They increased wages 20%!!! To $10.82 per day!!! That’s right a whole $10.82 PER DAY!!! #Mexico #FIFAWorldCup #Qatar2022 #SpotifyWrapped #Germany #America #Labor #Unions https://t.co/gtrHHDgUNz
Haha02103807,2022-12-01 23:43:33+00:00,"Thanks @kanyewest for spending 1,477 minutes with me in 2022. I couldn’t stop listening to Big Brother. #SpotifyWrapped https://t.co/pIKiXRtFOk"
Scvbrandonnn,2022-12-01 23:43:32+00:00,Thanks Yeat for spending 722 minutes with me in 2022. I couldn’t stop listening to Gët Busy. #SpotifyWrapped https://t.co/3x0cqriAPW
keriasmls,2022-12-01 23:43:32+00:00,My Spotify wrapped top 5 artist https://t.co/kFyWiniyDG
SwannTofu,2022-12-01 23:43:32+00:00,Merci @chilipeppers pour ces 469 minutes passées ensemble en 2022. J'ai écouté She's a Lover en boucle. #SpotifyWrapped https://t.co/E6Ax4ifeRB
Dan__i,2022-12-01 23:43:31+00:00,"Thanks @joerogan for being my top podcast on @Spotify this year. I loved all 15,270 minutes of it. #SpotifyWrapped https://t.co/xHZJWhnfcp"
_house2nd,2022-12-01 23:43:31+00:00,"Thanks @theweeknd for spending 3,232 minutes with me in 2022. I couldn’t stop listening to Montreal. #SpotifyWrapped https://t.co/vxTcsJV2Nu"
rinamacaraig,2022-12-01 23:43:30+00:00,"Here’s my spotify wrapped this 2022 -streamer20-

Thanks @LoboSHOfficial https://t.co/PB7RfJLZWa"
vkdlt,2022-12-01 23:43:30+00:00,"Thanks @weareoneexo for spending 4,812 minutes with me in 2022. I couldn’t stop listening to Good Night. #SpotifyWrapped https://t.co/o4uJhMRtdF"
YosephGP1,2022-12-01 23:43:30+00:00,"Terima kasih, Avicii, karena sudah menghabiskan 372 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Without You (feat. Sandro Cavazza). #SpotifyWrapped https://t.co/5EKnLRqs3Z"
sonosspeake,2022-12-01 23:43:29+00:00,"Thanks @c418 for spending 1,053 minutes with me in 2022. I couldn’t stop listening to Sweden. #SpotifyWrapped https://t.co/mX72JiS582"
Pimperbare,2022-12-01 23:43:28+00:00,"Descubrimiento del año, gran productor de música @bizarrap 
#SpotifyWrapped https://t.co/KPO85d3cuQ"
Yolo47886806,2022-12-01 23:43:28+00:00,Thanks @alecbenjamin for spending 266 minutes with me in 2022. I couldn’t stop listening to Match In The Rain. #SpotifyWrapped https://t.co/9kMlvvIVGA
jisooooslalisa,2022-12-01 23:43:27+00:00,Thanks @ygofficialblink for spending 777 minutes with me in 2022. I couldn’t stop listening to Typa Girl. #SpotifyWrapped https://t.co/5ScXlmdyfJ
ZinMarW09526524,2022-12-01 23:43:27+00:00,@Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
katirussell_,2022-12-01 23:43:26+00:00,illenium was #1 on maddys spotify wrapped 🤔🤗 https://t.co/9zXmCatJij
ele_peck,2022-12-01 23:43:26+00:00,"Thanks Gazzelle for spending 1,682 minutes with me in 2022. I couldn’t stop listening to Destri. #SpotifyWrapped https://t.co/QNhCKbA0YU"
Turtles31o,2022-12-01 23:43:26+00:00,"Thanks @sanbenito for spending 3,847 minutes with me in 2022. I couldn’t stop listening to Un Verano Sin Ti. #SpotifyWrapped https://t.co/BWzNdoMeFf"
Jake2Crunk,2022-12-01 23:43:26+00:00,Posting my spotify wrapped at 8pm cst stay tuned
Ryannncubed333,2022-12-01 23:43:25+00:00,"Thanks @taylorswift13 for spending 1,887 minutes with me in 2022 #SpotifyWrapped https://t.co/EVyqEYzoty"
Aviva98721005,2022-12-01 23:43:25+00:00,Thanks @billieeilish for spending 754 minutes with me in 2022. I couldn’t stop listening to bellyache. #SpotifyWrapped https://t.co/edfnsmmBOW
DennysPatino1,2022-12-01 23:43:25+00:00,"Thanks @doscarnales for spending 1,340 minutes with me in 2022. I couldn’t stop listening to Cabrón y Vago - En Vivo. #SpotifyWrapped https://t.co/rLsK8bdrep"
deyluvDom,2022-12-01 23:43:24+00:00,Spotify wrapped? Nah I just want to be wrapped around a tree
Reaper_3504,2022-12-01 23:43:24+00:00,"Thanks @lildvrkie for spending 1,300 minutes with me in 2022. I couldn’t stop listening to rap music. #SpotifyWrapped https://t.co/iVrh1ScNRa"
bangtanpot,2022-12-01 23:43:23+00:00,"We share 1 spotify account, and each of us (hubby, 10y/o daughter and 8y/o son have our own music choices. Still, BTS is the superior one. 💜
#SpotifyWrapped https://t.co/aEPT68Eof0"
Krzy_kc,2022-12-01 23:43:22+00:00,"Kartky, dziękuję za spędzenie ze mną 2 154 minut w 2022 roku. Nie można było mnie oderwać od kawałka KOŁYSANKA. #SpotifyWrapped https://t.co/6Y9NvoaDB8"
SPRHappyHour,2022-12-01 23:43:21+00:00,"Thank you Happy Hour Friends! 

We saw tremendous growth this year on Spotify and that’s because of you all. 

#SpotifyWrapped #SchoolPR https://t.co/pdQmnoqb93"
mellejulie,2022-12-01 23:43:21+00:00,"Donc. Spotify nous génère une playlist de nos titres favoris de 2022, comme ça on écoute donc cette playlist et bam : #SpotifyWrapped 2023"
